Time (s),Voltage(V)
-4.852994988400021e-08,-0.27311
-4.852213738400021e-08,-0.2737
-4.8514324884000216e-08,-0.27478
-4.850651238400022e-08,-0.27572
-4.849869988400022e-08,-0.276
-4.8490887384000224e-08,-0.27513
-4.8483074884000226e-08,-0.27356
-4.847526238400023e-08,-0.27211
-4.846744988400023e-08,-0.27146
-4.8459637384000235e-08,-0.27196
-4.845182488400024e-08,-0.27309
-4.844401238400024e-08,-0.27388
-4.843619988400024e-08,-0.27384
-4.8428387384000245e-08,-0.27298
-4.842057488400025e-08,-0.27217
-4.841276238400025e-08,-0.27211
-4.8404949884000254e-08,-0.27289
-4.8397137384000256e-08,-0.27412
-4.838932488400026e-08,-0.27501
-4.838151238400026e-08,-0.27494
-4.8373699884000265e-08,-0.27408
-4.836588738400027e-08,-0.27289
-4.835807488400027e-08,-0.2721
-4.835026238400027e-08,-0.27197
-4.8342449884000275e-08,-0.2723
-4.833463738400028e-08,-0.2729
-4.832682488400028e-08,-0.27344
-4.8319012384000284e-08,-0.27373
-4.8311199884000286e-08,-0.27374
-4.830338738400029e-08,-0.27341
-4.829557488400029e-08,-0.27288
-4.8287762384000294e-08,-0.27232
-4.82799498840003e-08,-0.27206
-4.82721373840003e-08,-0.27242
-4.82643248840003e-08,-0.2733
-4.8256512384000305e-08,-0.27407
-4.824869988400031e-08,-0.27424
-4.824088738400031e-08,-0.27361
-4.8233074884000313e-08,-0.2726
-4.8225262384000316e-08,-0.27196
-4.821744988400032e-08,-0.27216
-4.820963738400032e-08,-0.273
-4.8201824884000324e-08,-0.27358
-4.819401238400033e-08,-0.27285
-4.818619988400033e-08,-0.27076
-4.817838738400033e-08,-0.26825
-4.8170574884000335e-08,-0.26668
-4.816276238400034e-08,-0.26686
-4.815494988400034e-08,-0.26816
-4.8147137384000343e-08,-0.26862
-4.8139324884000346e-08,-0.26589
-4.813151238400035e-08,-0.25832
-4.812369988400035e-08,-0.24614
-4.8115887384000354e-08,-0.23102
-4.810807488400036e-08,-0.21498
-4.810026238400036e-08,-0.19954
-4.809244988400036e-08,-0.18506
-4.8084637384000365e-08,-0.17102
-4.807682488400037e-08,-0.15674
-4.806901238400037e-08,-0.14169
-4.8061199884000373e-08,-0.12599
-4.8053387384000376e-08,-0.11
-4.804557488400038e-08,-0.09382
-4.803776238400038e-08,-0.0775
-4.8029949884000384e-08,-0.06105
-4.802213738400039e-08,-0.04459
-4.801432488400039e-08,-0.02851
-4.800651238400039e-08,-0.0129
-4.7998699884000395e-08,0.00228
-4.79908873840004e-08,0.01742
-4.79830748840004e-08,0.03306
-4.7975262384000403e-08,0.04942
-4.7967449884000406e-08,0.06617
-4.795963738400041e-08,0.08271
-4.795182488400041e-08,0.09834
-4.7944012384000414e-08,0.11294
-4.793619988400042e-08,0.12704
-4.792838738400042e-08,0.1415
-4.792057488400042e-08,0.15717
-4.7912762384000425e-08,0.17414
-4.790494988400043e-08,0.19137
-4.789713738400043e-08,0.20723
-4.788932488400043e-08,0.21979
-4.7881512384000436e-08,0.22795
-4.787369988400044e-08,0.23197
-4.786588738400044e-08,0.23313
-4.7858074884000444e-08,0.23349
-4.785026238400045e-08,0.23464
-4.784244988400045e-08,0.23708
-4.783463738400045e-08,0.24039
-4.7826824884000455e-08,0.24334
-4.781901238400046e-08,0.24499
-4.781119988400046e-08,0.24534
-4.780338738400046e-08,0.24505
-4.7795574884000466e-08,0.24524
-4.778776238400047e-08,0.24655
-4.777994988400047e-08,0.24883
-4.7772137384000474e-08,0.25136
-4.776432488400048e-08,0.25316
-4.775651238400048e-08,0.25375
-4.774869988400048e-08,0.25355
-4.7740887384000485e-08,0.25326
-4.773307488400049e-08,0.25375
-4.772526238400049e-08,0.25523
-4.771744988400049e-08,0.25713
-4.7709637384000496e-08,0.25869
-4.77018248840005e-08,0.25906
-4.76940123840005e-08,0.25815
-4.7686199884000504e-08,0.25667
-4.767838738400051e-08,0.25557
-4.767057488400051e-08,0.25575
-4.766276238400051e-08,0.25733
-4.7654949884000515e-08,0.25956
-4.764713738400052e-08,0.26157
-4.763932488400052e-08,0.26244
-4.763151238400052e-08,0.26201
-4.7623699884000526e-08,0.26105
-4.761588738400053e-08,0.26039
-4.760807488400053e-08,0.26071
-4.7600262384000534e-08,0.26203
-4.7592449884000537e-08,0.26364
-4.758463738400054e-08,0.26485
-4.757682488400054e-08,0.26513
-4.7569012384000545e-08,0.26451
-4.756119988400055e-08,0.26372
-4.755338738400055e-08,0.26328
-4.754557488400055e-08,0.26355
-4.7537762384000556e-08,0.26446
-4.752994988400056e-08,0.26556
-4.752213738400056e-08,0.26658
-4.7514324884000564e-08,0.26717
-4.7506512384000567e-08,0.26722
-4.749869988400057e-08,0.26706
-4.749088738400057e-08,0.26676
-4.7483074884000575e-08,0.26664
-4.747526238400058e-08,0.26688
-4.746744988400058e-08,0.26744
-4.745963738400058e-08,0.26825
-4.7451824884000586e-08,0.26886
-4.744401238400059e-08,0.26882
-4.743619988400059e-08,0.26834
-4.7428387384000594e-08,0.2677
-4.7420574884000597e-08,0.26758
-4.74127623840006e-08,0.26838
-4.74049498840006e-08,0.26989
-4.7397137384000605e-08,0.27157
-4.738932488400061e-08,0.2725
-4.738151238400061e-08,0.27212
-4.737369988400061e-08,0.27087
-4.7365887384000616e-08,0.26944
-4.735807488400062e-08,0.26884
-4.735026238400062e-08,0.26944
-4.7342449884000624e-08,0.27079
-4.7334637384000627e-08,0.27223
-4.732682488400063e-08,0.27293
-4.731901238400063e-08,0.27252
-4.7311199884000635e-08,0.27154
-4.730338738400064e-08,0.27059
-4.729557488400064e-08,0.27031
-4.728776238400064e-08,0.27092
-4.7279949884000646e-08,0.27187
-4.727213738400065e-08,0.2728
-4.726432488400065e-08,0.27319
-4.7256512384000654e-08,0.27282
-4.7248699884000656e-08,0.27209
-4.724088738400066e-08,0.27141
-4.723307488400066e-08,0.27137
-4.7225262384000665e-08,0.2722
-4.721744988400067e-08,0.2733
-4.720963738400067e-08,0.27424
-4.720182488400067e-08,0.27431
-4.7194012384000675e-08,0.27314
-4.718619988400068e-08,0.27129
-4.717838738400068e-08,0.26957
-4.7170574884000684e-08,0.26893
-4.7162762384000686e-08,0.26985
-4.715494988400069e-08,0.27156
-4.714713738400069e-08,0.27333
-4.7139324884000695e-08,0.27421
-4.71315123840007e-08,0.27378
-4.71236998840007e-08,0.27267
-4.71158873840007e-08,0.27169
-4.7108074884000705e-08,0.27159
-4.710026238400071e-08,0.27257
-4.709244988400071e-08,0.27375
-4.7084637384000714e-08,0.27457
-4.7076824884000716e-08,0.27462
-4.706901238400072e-08,0.27385
-4.706119988400072e-08,0.27294
-4.7053387384000724e-08,0.27236
-4.704557488400073e-08,0.27246
-4.703776238400073e-08,0.27322
-4.702994988400073e-08,0.27403
-4.7022137384000735e-08,0.27474
-4.701432488400074e-08,0.27514
-4.700651238400074e-08,0.27503
-4.6998699884000744e-08,0.27464
-4.6990887384000746e-08,0.2741
-4.698307488400075e-08,0.27375
-4.697526238400075e-08,0.27383
-4.6967449884000754e-08,0.27412
-4.695963738400076e-08,0.27455
-4.695182488400076e-08,0.27479
-4.694401238400076e-08,0.27441
-4.6936199884000765e-08,0.2737
-4.692838738400077e-08,0.27303
-4.692057488400077e-08,0.27307
-4.6912762384000773e-08,0.27407
-4.6904949884000776e-08,0.27549
-4.689713738400078e-08,0.27673
-4.688932488400078e-08,0.27711
-4.6881512384000784e-08,0.27633
-4.687369988400079e-08,0.27496
-4.686588738400079e-08,0.27377
-4.685807488400079e-08,0.27352
-4.6850262384000795e-08,0.2743
-4.68424498840008e-08,0.27544
-4.68346373840008e-08,0.2763
-4.6826824884000803e-08,0.27642
-4.6819012384000806e-08,0.27571
-4.681119988400081e-08,0.27471
-4.680338738400081e-08,0.27395
-4.6795574884000814e-08,0.27391
-4.678776238400082e-08,0.27453
-4.677994988400082e-08,0.27537
-4.677213738400082e-08,0.27603
-4.6764324884000825e-08,0.27621
-4.675651238400083e-08,0.27581
-4.674869988400083e-08,0.2751
-4.6740887384000833e-08,0.27453
-4.6733074884000836e-08,0.2746
-4.672526238400084e-08,0.27539
-4.671744988400084e-08,0.27642
-4.6709637384000844e-08,0.27708
-4.670182488400085e-08,0.27672
-4.669401238400085e-08,0.27517
-4.668619988400085e-08,0.27302
-4.6678387384000855e-08,0.27127
-4.667057488400086e-08,0.27093
-4.666276238400086e-08,0.27223
-4.665494988400086e-08,0.27433
-4.6647137384000866e-08,0.27612
-4.663932488400087e-08,0.27667
-4.663151238400087e-08,0.27583
-4.6623699884000874e-08,0.27441
-4.661588738400088e-08,0.27349
-4.660807488400088e-08,0.27377
-4.660026238400088e-08,0.275
-4.6592449884000885e-08,0.27613
-4.658463738400089e-08,0.27635
-4.657682488400089e-08,0.2755
-4.656901238400089e-08,0.27404
-4.6561199884000896e-08,0.27278
-4.65533873840009e-08,0.27183
-4.65455748840009e-08,0.2704
-4.6537762384000904e-08,0.26701
-4.652994988400091e-08,0.26001
-4.652213738400091e-08,0.24909
-4.651432488400091e-08,0.23502
-4.6506512384000915e-08,0.21938
-4.649869988400092e-08,0.20374
-4.649088738400092e-08,0.18868
-4.648307488400092e-08,0.17402
-4.6475262384000926e-08,0.15908
-4.646744988400093e-08,0.14315
-4.645963738400093e-08,0.12649
-4.6451824884000934e-08,0.10968
-4.644401238400094e-08,0.09328
-4.643619988400094e-08,0.0775
-4.642838738400094e-08,0.06186
-4.6420574884000945e-08,0.04595
-4.641276238400095e-08,0.02966
-4.640494988400095e-08,0.01296
-4.639713738400095e-08,-0.00344
-4.6389324884000956e-08,-0.01932
-4.638151238400096e-08,-0.03478
-4.637369988400096e-08,-0.05026
-4.6365887384000964e-08,-0.06628
-4.635807488400097e-08,-0.08272
-4.635026238400097e-08,-0.0991
-4.634244988400097e-08,-0.11521
-4.6334637384000975e-08,-0.13072
-4.632682488400098e-08,-0.14596
-4.631901238400098e-08,-0.16135
-4.631119988400098e-08,-0.17689
-4.6303387384000986e-08,-0.19207
-4.629557488400099e-08,-0.20561
-4.628776238400099e-08,-0.21631
-4.6279949884000994e-08,-0.22393
-4.6272137384000997e-08,-0.2286
-4.6264324884001e-08,-0.23125
-4.6256512384001e-08,-0.23293
-4.6248699884001005e-08,-0.23432
-4.624088738400101e-08,-0.23586
-4.623307488400101e-08,-0.2375
-4.622526238400101e-08,-0.23913
-4.6217449884001016e-08,-0.24092
-4.620963738400102e-08,-0.24255
-4.620182488400102e-08,-0.24372
-4.6194012384001024e-08,-0.24425
-4.6186199884001027e-08,-0.24414
-4.617838738400103e-08,-0.24397
-4.617057488400103e-08,-0.24422
-4.6162762384001035e-08,-0.24522
-4.615494988400104e-08,-0.24714
-4.614713738400104e-08,-0.24929
-4.613932488400104e-08,-0.25097
-4.6131512384001046e-08,-0.25192
-4.612369988400105e-08,-0.25222
-4.611588738400105e-08,-0.25252
-4.6108074884001054e-08,-0.25312
-4.6100262384001057e-08,-0.25399
-4.609244988400106e-08,-0.25511
-4.608463738400106e-08,-0.256
-4.6076824884001065e-08,-0.25648
-4.606901238400107e-08,-0.25674
-4.606119988400107e-08,-0.25682
-4.605338738400107e-08,-0.25701
-4.6045574884001076e-08,-0.25716
-4.603776238400108e-08,-0.25718
-4.602994988400108e-08,-0.2575
-4.6022137384001084e-08,-0.25823
-4.6014324884001086e-08,-0.25934
-4.600651238400109e-08,-0.26065
-4.599869988400109e-08,-0.26143
-4.5990887384001095e-08,-0.26139
-4.59830748840011e-08,-0.2605
-4.59752623840011e-08,-0.25927
-4.59674498840011e-08,-0.25877
-4.5959637384001106e-08,-0.25931
-4.595182488400111e-08,-0.26054
-4.594401238400111e-08,-0.26178
-4.5936199884001114e-08,-0.26213
-4.5928387384001116e-08,-0.26163
-4.592057488400112e-08,-0.26081
-4.591276238400112e-08,-0.2604
-4.5904949884001125e-08,-0.26114
-4.589713738400113e-08,-0.26271
-4.588932488400113e-08,-0.26423
-4.588151238400113e-08,-0.26503
-4.5873699884001135e-08,-0.26466
-4.586588738400114e-08,-0.26358
-4.585807488400114e-08,-0.26255
-4.5850262384001144e-08,-0.26211
-4.5842449884001146e-08,-0.26264
-4.583463738400115e-08,-0.26377
-4.582682488400115e-08,-0.2649
-4.5819012384001155e-08,-0.26564
-4.581119988400116e-08,-0.26568
-4.580338738400116e-08,-0.26512
-4.579557488400116e-08,-0.26441
-4.5787762384001165e-08,-0.26385
-4.577994988400117e-08,-0.26389
-4.577213738400117e-08,-0.26459
-4.5764324884001174e-08,-0.26558
-4.5756512384001176e-08,-0.26644
-4.574869988400118e-08,-0.26671
-4.574088738400118e-08,-0.26629
-4.5733074884001184e-08,-0.26573
-4.572526238400119e-08,-0.26551
-4.571744988400119e-08,-0.26596
-4.570963738400119e-08,-0.26689
-4.5701824884001195e-08,-0.26754
-4.56940123840012e-08,-0.26732
-4.56861998840012e-08,-0.26614
-4.5678387384001204e-08,-0.26453
-4.5670574884001206e-08,-0.26356
-4.566276238400121e-08,-0.26383
-4.565494988400121e-08,-0.26518
-4.5647137384001214e-08,-0.26694
-4.563932488400122e-08,-0.26817
-4.563151238400122e-08,-0.26844
-4.562369988400122e-08,-0.26801
-4.5615887384001225e-08,-0.26741
-4.560807488400123e-08,-0.26732
-4.560026238400123e-08,-0.26781
-4.5592449884001233e-08,-0.26844
-4.5584637384001236e-08,-0.2689
-4.557682488400124e-08,-0.26902
-4.556901238400124e-08,-0.26885
-4.5561199884001244e-08,-0.2686
-4.555338738400125e-08,-0.26833
-4.554557488400125e-08,-0.26818
-4.553776238400125e-08,-0.26819
-4.5529949884001255e-08,-0.26838
-4.552213738400126e-08,-0.26901
-4.551432488400126e-08,-0.27009
-4.5506512384001263e-08,-0.27112
-4.5498699884001266e-08,-0.27154
-4.549088738400127e-08,-0.27098
-4.548307488400127e-08,-0.26974
-4.5475262384001274e-08,-0.26852
-4.546744988400128e-08,-0.26799
-4.545963738400128e-08,-0.26846
-4.545182488400128e-08,-0.26966
-4.5444012384001285e-08,-0.27053
-4.543619988400129e-08,-0.27051
-4.542838738400129e-08,-0.26963
-4.5420574884001293e-08,-0.26868
-4.5412762384001296e-08,-0.26843
-4.54049498840013e-08,-0.26921
-4.53971373840013e-08,-0.27059
-4.5389324884001304e-08,-0.27188
-4.538151238400131e-08,-0.27217
-4.537369988400131e-08,-0.27139
-4.536588738400131e-08,-0.27008
-4.5358074884001315e-08,-0.26911
-4.535026238400132e-08,-0.26895
-4.534244988400132e-08,-0.26965
-4.533463738400132e-08,-0.27069
-4.5326824884001326e-08,-0.27172
-4.531901238400133e-08,-0.27207
-4.531119988400133e-08,-0.27176
-4.5303387384001334e-08,-0.27096
-4.529557488400134e-08,-0.27014
-4.528776238400134e-08,-0.26967
-4.527994988400134e-08,-0.26982
-4.5272137384001345e-08,-0.27044
-4.526432488400135e-08,-0.27144
-4.525651238400135e-08,-0.27203
-4.524869988400135e-08,-0.27197
-4.5240887384001356e-08,-0.27131
-4.523307488400136e-08,-0.27056
-4.522526238400136e-08,-0.27033
-4.5217449884001364e-08,-0.27091
-4.520963738400137e-08,-0.27179
-4.520182488400137e-08,-0.27246
-4.519401238400137e-08,-0.27199
-4.5186199884001375e-08,-0.2705
-4.517838738400138e-08,-0.26872
-4.517057488400138e-08,-0.26765
-4.516276238400138e-08,-0.26796
-4.5154949884001386e-08,-0.26952
-4.514713738400139e-08,-0.27126
-4.513932488400139e-08,-0.27252
-4.5131512384001394e-08,-0.27255
-4.51236998840014e-08,-0.27185
-4.51158873840014e-08,-0.27115
-4.51080748840014e-08,-0.27102
-4.5100262384001405e-08,-0.27158
-4.509244988400141e-08,-0.27247
-4.508463738400141e-08,-0.27297
-4.507682488400141e-08,-0.27314
-4.5069012384001416e-08,-0.27279
-4.506119988400142e-08,-0.27233
-4.505338738400142e-08,-0.27199
-4.5045574884001424e-08,-0.27178
-4.503776238400143e-08,-0.27178
-4.502994988400143e-08,-0.27213
-4.502213738400143e-08,-0.27277
-4.5014324884001435e-08,-0.27389
-4.500651238400144e-08,-0.27483
-4.499869988400144e-08,-0.27518
-4.499088738400144e-08,-0.27466
-4.4983074884001446e-08,-0.27345
-4.497526238400145e-08,-0.2723
-4.496744988400145e-08,-0.27195
-4.4959637384001454e-08,-0.27247
-4.4951824884001457e-08,-0.27365
-4.494401238400146e-08,-0.27444
-4.493619988400146e-08,-0.2743
-4.4928387384001465e-08,-0.27338
-4.492057488400147e-08,-0.2724
-4.491276238400147e-08,-0.27225
-4.490494988400147e-08,-0.27318
-4.4897137384001476e-08,-0.27465
-4.488932488400148e-08,-0.2759
-4.488151238400148e-08,-0.27606
-4.4873699884001484e-08,-0.27509
-4.4865887384001487e-08,-0.27365
-4.485807488400149e-08,-0.27257
-4.485026238400149e-08,-0.27244
-4.4842449884001495e-08,-0.27319
-4.48346373840015e-08,-0.27428
-4.48268248840015e-08,-0.27522
-4.48190123840015e-08,-0.27551
-4.4811199884001506e-08,-0.27513
-4.480338738400151e-08,-0.27434
-4.479557488400151e-08,-0.27352
-4.4787762384001514e-08,-0.27309
-4.4779949884001517e-08,-0.27319
-4.477213738400152e-08,-0.27377
-4.476432488400152e-08,-0.27457
-4.4756512384001525e-08,-0.27509
-4.474869988400153e-08,-0.27503
-4.474088738400153e-08,-0.27446
-4.473307488400153e-08,-0.27379
-4.4725262384001536e-08,-0.27359
-4.471744988400154e-08,-0.27402
-4.470963738400154e-08,-0.27476
-4.4701824884001544e-08,-0.27519
-4.4694012384001546e-08,-0.27461
-4.468619988400155e-08,-0.2731
-4.467838738400155e-08,-0.2713
-4.4670574884001555e-08,-0.27017
-4.466276238400156e-08,-0.2704
-4.465494988400156e-08,-0.27172
-4.464713738400156e-08,-0.27336
-4.4639324884001566e-08,-0.27451
-4.463151238400157e-08,-0.27462
-4.462369988400157e-08,-0.27401
-4.4615887384001574e-08,-0.27327
-4.4608074884001576e-08,-0.27296
-4.460026238400158e-08,-0.27325
-4.459244988400158e-08,-0.27373
-4.4584637384001585e-08,-0.27411
-4.457682488400159e-08,-0.27427
-4.456901238400159e-08,-0.27414
-4.456119988400159e-08,-0.27395
-4.4553387384001595e-08,-0.27363
-4.45455748840016e-08,-0.2733
-4.45377623840016e-08,-0.27311
-4.4529949884001604e-08,-0.27315
-4.4522137384001606e-08,-0.27375
-4.451432488400161e-08,-0.27481
-4.450651238400161e-08,-0.27574
-4.4498699884001615e-08,-0.276
-4.449088738400162e-08,-0.27513
-4.448307488400162e-08,-0.27356
-4.447526238400162e-08,-0.27214
-4.4467449884001625e-08,-0.27153
-4.445963738400163e-08,-0.27206
-4.445182488400163e-08,-0.2732
-4.4444012384001634e-08,-0.27398
-4.4436199884001636e-08,-0.2739
-4.442838738400164e-08,-0.27299
-4.442057488400164e-08,-0.27216
-4.4412762384001644e-08,-0.27211
-4.440494988400165e-08,-0.27293
-4.439713738400165e-08,-0.27422
-4.438932488400165e-08,-0.27514
-4.4381512384001655e-08,-0.27506
-4.437369988400166e-08,-0.27415
-4.436588738400166e-08,-0.27291
-4.4358074884001663e-08,-0.27207
-4.4350262384001666e-08,-0.27192
-4.434244988400167e-08,-0.27227
-4.433463738400167e-08,-0.27291
-4.4326824884001674e-08,-0.27349
-4.431901238400168e-08,-0.27379
-4.431119988400168e-08,-0.27378
-4.430338738400168e-08,-0.27341
-4.4295574884001685e-08,-0.27283
-4.428776238400169e-08,-0.27225
-4.427994988400169e-08,-0.272
-4.4272137384001693e-08,-0.27239
-4.4264324884001696e-08,-0.2733
-4.42565123840017e-08,-0.2741
-4.42486998840017e-08,-0.27427
-4.4240887384001704e-08,-0.27363
-4.423307488400171e-08,-0.2726
-4.422526238400171e-08,-0.27194
-4.421744988400171e-08,-0.27213
-4.4209637384001715e-08,-0.27297
-4.420182488400172e-08,-0.27355
-4.419401238400172e-08,-0.27284
-4.4186199884001723e-08,-0.27076
-4.4178387384001726e-08,-0.26826
-4.417057488400173e-08,-0.26671
-4.416276238400173e-08,-0.26689
-4.4154949884001734e-08,-0.26818
-4.414713738400174e-08,-0.26861
-4.413932488400174e-08,-0.26584
-4.413151238400174e-08,-0.25825
-4.4123699884001745e-08,-0.24607
-4.411588738400175e-08,-0.23098
-4.410807488400175e-08,-0.21499
-4.4100262384001753e-08,-0.19959
-4.4092449884001756e-08,-0.18512
-4.408463738400176e-08,-0.17107
-4.407682488400176e-08,-0.15677
-4.4069012384001764e-08,-0.14169
-4.406119988400177e-08,-0.12601
-4.405338738400177e-08,-0.11006
-4.404557488400177e-08,-0.09393
-4.4037762384001775e-08,-0.07765
-4.402994988400178e-08,-0.0612
-4.402213738400178e-08,-0.0447
-4.401432488400178e-08,-0.02855
-4.4006512384001786e-08,-0.01289
-4.399869988400179e-08,0.0023
-4.399088738400179e-08,0.0174
-4.3983074884001794e-08,0.03297
-4.39752623840018e-08,0.04926
-4.39674498840018e-08,0.06599
-4.39596373840018e-08,0.08255
-4.3951824884001805e-08,0.09824
-4.394401238400181e-08,0.11291
-4.393619988400181e-08,0.12706
-4.392838738400181e-08,0.14154
-4.3920574884001816e-08,0.15721
-4.391276238400182e-08,0.17417
-4.390494988400182e-08,0.19139
-4.3897137384001824e-08,0.20725
-4.388932488400183e-08,0.2198
-4.388151238400183e-08,0.22797
-4.387369988400183e-08,0.23197
-4.3865887384001835e-08,0.23313
-4.385807488400184e-08,0.2335
-4.385026238400184e-08,0.23464
-4.384244988400184e-08,0.23708
-4.3834637384001846e-08,0.24037
-4.382682488400185e-08,0.24328
-4.381901238400185e-08,0.24491
-4.3811199884001854e-08,0.24525
-4.380338738400186e-08,0.24498
-4.379557488400186e-08,0.2452
-4.378776238400186e-08,0.24655
-4.3779949884001865e-08,0.24884
-4.377213738400187e-08,0.25136
-4.376432488400187e-08,0.25313
-4.375651238400187e-08,0.25369
-4.3748699884001876e-08,0.25349
-4.374088738400188e-08,0.25322
-4.373307488400188e-08,0.25374
-4.3725262384001884e-08,0.25523
-4.3717449884001887e-08,0.25714
-4.370963738400189e-08,0.25869
-4.370182488400189e-08,0.25905
-4.3694012384001895e-08,0.25812
-4.36861998840019e-08,0.25664
-4.36783873840019e-08,0.25555
-4.36705748840019e-08,0.25572
-4.3662762384001906e-08,0.2573
-4.365494988400191e-08,0.25953
-4.364713738400191e-08,0.26156
-4.3639324884001914e-08,0.26244
-4.3631512384001917e-08,0.26204
-4.362369988400192e-08,0.26109
-4.361588738400192e-08,0.26044
-4.3608074884001925e-08,0.26075
-4.360026238400193e-08,0.26205
-4.359244988400193e-08,0.26364
-4.358463738400193e-08,0.26486
-4.3576824884001936e-08,0.26515
-4.356901238400194e-08,0.26456
-4.356119988400194e-08,0.26378
-4.3553387384001944e-08,0.26335
-4.3545574884001947e-08,0.26362
-4.353776238400195e-08,0.26451
-4.352994988400195e-08,0.26558
-4.3522137384001955e-08,0.26657
-4.351432488400196e-08,0.26713
-4.350651238400196e-08,0.26716
-4.349869988400196e-08,0.26698
-4.3490887384001966e-08,0.2667
-4.348307488400197e-08,0.26659
-4.347526238400197e-08,0.26687
-4.3467449884001974e-08,0.26747
-4.3459637384001977e-08,0.2683
-4.345182488400198e-08,0.26891
-4.344401238400198e-08,0.26887
-4.3436199884001985e-08,0.26837
-4.342838738400199e-08,0.26771
-4.342057488400199e-08,0.26756
-4.341276238400199e-08,0.26834
-4.3404949884001996e-08,0.26984
-4.3397137384002e-08,0.27151
-4.3389324884002e-08,0.27247
-4.3381512384002004e-08,0.27211
-4.3373699884002006e-08,0.27088
-4.336588738400201e-08,0.26947
-4.335807488400201e-08,0.26885
-4.3350262384002015e-08,0.26943
-4.334244988400202e-08,0.27074
-4.333463738400202e-08,0.27216
-4.332682488400202e-08,0.27285
-4.3319012384002025e-08,0.27245
-4.331119988400203e-08,0.27149
-4.330338738400203e-08,0.27053
-4.3295574884002034e-08,0.27025
-4.3287762384002036e-08,0.27085
-4.327994988400204e-08,0.2718
-4.327213738400204e-08,0.27275
-4.3264324884002045e-08,0.27317
-4.325651238400205e-08,0.27283
-4.324869988400205e-08,0.2721
-4.324088738400205e-08,0.27141
-4.3233074884002055e-08,0.27133
-4.322526238400206e-08,0.27213
-4.321744988400206e-08,0.27321
-4.3209637384002064e-08,0.27416
-4.3201824884002066e-08,0.27424
-4.319401238400207e-08,0.27308
-4.318619988400207e-08,0.27123
-4.3178387384002074e-08,0.2695
-4.317057488400208e-08,0.26887
-4.316276238400208e-08,0.26982
-4.315494988400208e-08,0.27157
-4.3147137384002085e-08,0.27336
-4.313932488400209e-08,0.27424
-4.313151238400209e-08,0.27378
-4.3123699884002094e-08,0.27262
-4.3115887384002096e-08,0.2716
-4.31080748840021e-08,0.2715
-4.31002623840021e-08,0.27249
-4.3092449884002104e-08,0.27369
-4.308463738400211e-08,0.27453
-4.307682488400211e-08,0.27459
-4.306901238400211e-08,0.27382
-4.3061199884002115e-08,0.27291
-4.305338738400212e-08,0.27233
-4.304557488400212e-08,0.27243
-4.3037762384002123e-08,0.2732
-4.3029949884002126e-08,0.27402
-4.302213738400213e-08,0.27473
-4.301432488400213e-08,0.27513
-4.3006512384002134e-08,0.27501
-4.299869988400214e-08,0.27462
-4.299088738400214e-08,0.27407
-4.298307488400214e-08,0.27372
-4.2975262384002145e-08,0.2738
-4.296744988400215e-08,0.27411
-4.295963738400215e-08,0.27455
-4.2951824884002153e-08,0.27481
-4.2944012384002156e-08,0.27444
-4.293619988400216e-08,0.27373
-4.292838738400216e-08,0.27304
-4.2920574884002164e-08,0.27308
-4.291276238400217e-08,0.27408
-4.290494988400217e-08,0.27551
-4.289713738400217e-08,0.27674
-4.2889324884002175e-08,0.27712
-4.288151238400218e-08,0.27631
-4.287369988400218e-08,0.27493
-4.2865887384002183e-08,0.27373
-4.2858074884002186e-08,0.2735
-4.285026238400219e-08,0.27432
-4.284244988400219e-08,0.27551
-4.2834637384002194e-08,0.2764
-4.28268248840022e-08,0.27651
-4.28190123840022e-08,0.27579
-4.28111998840022e-08,0.27475
-4.2803387384002205e-08,0.27394
-4.279557488400221e-08,0.27387
-4.278776238400221e-08,0.27448
-4.277994988400221e-08,0.27533
-4.2772137384002216e-08,0.27603
-4.276432488400222e-08,0.27627
-4.275651238400222e-08,0.2759
-4.2748699884002224e-08,0.27521
-4.274088738400223e-08,0.27461
-4.273307488400223e-08,0.27463
-4.272526238400223e-08,0.27537
-4.2717449884002235e-08,0.27637
-4.270963738400224e-08,0.27703
-4.270182488400224e-08,0.2767
-4.269401238400224e-08,0.27517
-4.2686199884002246e-08,0.27302
-4.267838738400225e-08,0.27126
-4.267057488400225e-08,0.27092
-4.2662762384002254e-08,0.27221
-4.265494988400226e-08,0.27432
-4.264713738400226e-08,0.27613
-4.263932488400226e-08,0.27667
-4.2631512384002265e-08,0.27581
-4.262369988400227e-08,0.27438
-4.261588738400227e-08,0.27344
-4.260807488400227e-08,0.27373
-4.2600262384002276e-08,0.27498
-4.259244988400228e-08,0.27612
-4.258463738400228e-08,0.27634
-4.2576824884002284e-08,0.27546
-4.256901238400229e-08,0.27398
-4.256119988400229e-08,0.27273
-4.255338738400229e-08,0.2718
-4.2545574884002295e-08,0.2704
-4.25377623840023e-08,0.26704
-4.25299498840023e-08,0.26006
-4.25221373840023e-08,0.24912
-4.2514324884002306e-08,0.23503
-4.250651238400231e-08,0.21937
-4.249869988400231e-08,0.20372
-4.2490887384002314e-08,0.18865
-4.248307488400232e-08,0.17395
-4.247526238400232e-08,0.15899
-4.246744988400232e-08,0.14304
-4.2459637384002325e-08,0.12638
-4.245182488400233e-08,0.10959
-4.244401238400233e-08,0.09322
-4.243619988400233e-08,0.07747
-4.2428387384002336e-08,0.06184
-4.242057488400234e-08,0.04594
-4.241276238400234e-08,0.02966
-4.2404949884002344e-08,0.01302
